data_model,trial,query_index,distance_outside_observed_span,uncertainty,predicted_total_mse,actual_squared_error,normalized_squared_error,coordinate_95_coverage
linear_gaussian,1,100,1.0,1.0000000000000002,4.000000000000001,5.0233078724177,1.2558269681044247,1.0
linear_gaussian,1,101,1.0,1.0000000000000004,4.000000000000002,3.6320494226686257,0.908012355667156,1.0
linear_gaussian,1,102,1.0,0.9999999999999994,3.999999999999998,2.246897215579699,0.5617243038949251,1.0
linear_gaussian,1,103,1.0,0.9999999999999996,3.9999999999999982,3.8623570251822,0.9655892562955505,1.0
linear_gaussian,1,104,1.0,0.9999999999999999,3.9999999999999996,1.427034955108589,0.3567587387771473,1.0
linear_gaussian,1,105,1.0,1.0000000000000007,4.000000000000003,1.6706290796735566,0.41765726991838886,1.0
linear_gaussian,1,106,1.0,0.9999999999999991,3.9999999999999964,1.0852744482016738,0.2713186120504187,1.0
linear_gaussian,1,107,1.0,0.9999999999999991,3.9999999999999964,3.600733329167696,0.9001833322919248,1.0
linear_gaussian,1,108,1.0,0.9999999999999994,3.999999999999998,6.43469381146112,1.6086734528652809,0.75
linear_gaussian,1,109,1.0,1.0000000000000002,4.000000000000001,0.2926122081077558,0.07315305202693893,1.0
linear_gaussian,1,110,1.0,0.9999999999999999,3.9999999999999996,2.3599903627170806,0.5899975906792703,1.0
linear_gaussian,1,111,1.0,0.9999999999999996,3.9999999999999982,6.323035945889313,1.5807589864723288,1.0
linear_gaussian,1,112,1.0,0.9999999999999992,3.999999999999997,1.7583602832723928,0.43959007081809853,1.0
linear_gaussian,1,113,1.0,0.9999999999999998,3.999999999999999,8.600384891280152,2.1500962228200384,0.75
linear_gaussian,1,114,1.0,0.9999999999999999,3.9999999999999996,2.2887114448593207,0.5721778612148303,1.0
linear_gaussian,1,115,1.0,0.9999999999999996,3.9999999999999982,3.5007575435768543,0.875189385894214,1.0
linear_gaussian,1,116,1.0,0.9999999999999994,3.999999999999998,2.1320083945031847,0.5330020986257965,1.0
linear_gaussian,1,117,1.0,0.9999999999999997,3.9999999999999987,2.8556248300190106,0.7139062075047529,1.0
linear_gaussian,1,118,1.0,0.9999999999999998,3.999999999999999,4.756837756118941,1.1892094390297354,1.0
linear_gaussian,1,119,1.0,0.9999999999999991,3.9999999999999964,0.2346527443596947,0.05866318608992373,1.0
linear_gaussian,2,0,0.0,0.11111111111111113,0.44444444444444453,0.4574278757300707,1.0292127203926589,1.0
linear_gaussian,2,1,0.0,0.11111111111111113,0.44444444444444453,0.24606649818092677,0.5536496209070851,1.0
linear_gaussian,2,2,0.0,0.11111111111111112,0.4444444444444445,0.11449858734659032,0.2576218215298282,1.0
linear_gaussian,2,3,0.0,0.11111111111111112,0.4444444444444445,0.6349580517371938,1.4286556164086859,1.0
linear_gaussian,2,4,0.0,0.11111111111111115,0.4444444444444446,0.6079310395217863,1.3678448389240188,0.75
linear_gaussian,2,5,0.0,0.11111111111111113,0.44444444444444453,0.3159540445716326,0.7108966002861733,1.0
